decision_date,ticker,current_shares,target_shares,delta_shares,decision_price,target_weight,reason,status,fill_date
2026-08-28,VCSH,1005.0,1008.0,3.0,78.51000213623047,,target,filled,2026-08-31
2026-08-31,BKLN,-4133.0,-4124.0,9.0,20.56999969482422,,target,filled,2026-09-01
2026-08-31,EMB,522.0,523.0,1.0,94.7699966430664,,target,filled,2026-09-01
2026-08-31,HYG,98.0,98.0,0.0,79.80999755859375,,target,skipped,2026-09-01
2026-08-31,IGSB,69.0,69.0,0.0,52.09000015258789,,target,skipped,2026-09-01
2026-08-31,JAAA,0.0,0.0,0.0,50.5099983215332,,target,skipped,2026-09-01
2026-08-31,JNK,0.0,0.0,0.0,96.05999755859376,,target,skipped,2026-09-01
2026-08-31,LQD,-900.0,-901.0,-1.0,106.20999908447266,,target,filled,2026-09-01
2026-08-31,SHYG,-179.0,-179.0,0.0,42.31999969482422,,target,skipped,2026-09-01
2026-08-31,SJNK,-1650.0,-1647.0,3.0,24.920000076293945,,target,filled,2026-09-01
2026-08-31,SPHY,1000.0,1000.0,0.0,23.350000381469727,,target,skipped,2026-09-01
2026-08-31,SRLN,1954.0,1953.0,-1.0,40.79999923706055,,target,filled,2026-09-01
2026-08-31,USHY,2089.0,2087.0,-2.0,36.91999816894531,,target,filled,2026-09-01
2026-08-31,VCIT,-1126.0,-1127.0,-1.0,81.08999633789062,,target,filled,2026-09-01
2026-08-31,VCSH,1008.0,1008.0,0.0,78.52999877929688,,target,skipped,2026-09-01
2026-09-01,BKLN,-4124.0,-4130.0,-6.0,20.549999237060547,,target,filled,2026-09-02
2026-09-01,EMB,523.0,527.0,4.0,94.08999633789062,,target,filled,2026-09-02
2026-09-01,HYG,98.0,99.0,1.0,79.0999984741211,,target,filled,2026-09-02
2026-09-01,IGSB,69.0,70.0,1.0,51.77000045776367,,target,filled,2026-09-02
2026-09-01,JAAA,0.0,0.0,0.0,50.529998779296875,,target,skipped,2026-09-02
2026-09-01,JNK,0.0,0.0,0.0,95.20999908447266,,target,skipped,2026-09-02
2026-09-01,LQD,-901.0,-910.0,-9.0,105.22000122070312,,target,filled,2026-09-02
2026-09-01,SHYG,-179.0,-181.0,-2.0,41.95000076293945,,target,filled,2026-09-02
2026-09-01,SJNK,-1647.0,-1663.0,-16.0,24.700000762939453,,target,filled,2026-09-02
2026-09-01,SPHY,1000.0,1009.0,9.0,23.13999938964844,,target,filled,2026-09-02
2026-09-01,SRLN,1953.0,1970.0,17.0,40.470001220703125,,target,filled,2026-09-02
2026-09-01,USHY,2087.0,2107.0,20.0,36.59000015258789,,target,filled,2026-09-02
2026-09-01,VCIT,-1127.0,-1138.0,-11.0,80.38999938964844,,target,filled,2026-09-02
2026-09-01,VCSH,1008.0,1015.0,7.0,78.08000183105469,,target,filled,2026-09-02
2026-09-02,BKLN,-4130.0,-4127.0,3.0,20.559999465942383,,target,filled,2026-09-03
2026-09-02,EMB,527.0,527.0,0.0,94.1500015258789,,target,skipped,2026-09-03
2026-09-02,HYG,99.0,99.0,0.0,79.11000061035156,,target,skipped,2026-09-03
2026-09-02,IGSB,70.0,70.0,0.0,51.81999969482422,,target,skipped,2026-09-03
2026-09-02,JAAA,0.0,0.0,0.0,50.540000915527344,,target,skipped,2026-09-03
2026-09-02,JNK,0.0,0.0,0.0,95.20999908447266,,target,skipped,2026-09-03
2026-09-02,LQD,-910.0,-909.0,1.0,105.3499984741211,,target,filled,2026-09-03
2026-09-02,SHYG,-181.0,-181.0,0.0,41.95000076293945,,target,skipped,2026-09-03
2026-09-02,SJNK,-1663.0,-1663.0,0.0,24.690000534057617,,target,skipped,2026-09-03
2026-09-02,SPHY,1009.0,1009.0,0.0,23.13999938964844,,target,skipped,2026-09-03
2026-09-02,SRLN,1970.0,1969.0,-1.0,40.47999954223633,,target,filled,2026-09-03
2026-09-02,USHY,2107.0,2107.0,0.0,36.58000183105469,,target,skipped,2026-09-03
2026-09-02,VCIT,-1138.0,-1137.0,1.0,80.45999908447266,,target,filled,2026-09-03
2026-09-02,VCSH,1015.0,1014.0,-1.0,78.12999725341797,,target,filled,2026-09-03
2026-09-03,BKLN,-4127.0,-4121.0,6.0,20.59000015258789,,target,filled,2026-09-04
2026-09-03,EMB,527.0,525.0,-2.0,94.4499969482422,,target,filled,2026-09-04
2026-09-03,HYG,99.0,99.0,0.0,79.20999908447266,,target,skipped,2026-09-04
2026-09-03,IGSB,70.0,70.0,0.0,51.86000061035156,,target,skipped,2026-09-04
2026-09-03,JAAA,0.0,0.0,0.0,50.540000915527344,,target,skipped,2026-09-04
2026-09-03,JNK,0.0,0.0,0.0,95.3000030517578,,target,skipped,2026-09-04
2026-09-03,LQD,-909.0,-908.0,1.0,105.5,,target,filled,2026-09-04
2026-09-03,SHYG,-181.0,-180.0,1.0,42.0,,target,filled,2026-09-04
2026-09-03,SJNK,-1663.0,-1661.0,2.0,24.719999313354492,,target,filled,2026-09-04
2026-09-03,SPHY,1009.0,1008.0,-1.0,23.170000076293945,,target,filled,2026-09-04
2026-09-03,SRLN,1969.0,1967.0,-2.0,40.529998779296875,,target,filled,2026-09-04
2026-09-03,USHY,2107.0,2105.0,-2.0,36.619998931884766,,target,filled,2026-09-04
2026-09-03,VCIT,-1137.0,-1136.0,1.0,80.54000091552734,,target,filled,2026-09-04
2026-09-03,VCSH,1014.0,1013.0,-1.0,78.20999908447266,,target,filled,2026-09-04
2026-09-04,BKLN,-4121.0,-4117.0,4.0,20.61000061035156,,target,filled,2026-09-08
2026-09-04,EMB,525.0,525.0,0.0,94.47000122070312,,target,skipped,2026-09-08
2026-09-04,HYG,99.0,99.0,0.0,79.16000366210938,,target,skipped,2026-09-08
2026-09-04,IGSB,70.0,70.0,0.0,51.86000061035156,,target,skipped,2026-09-08
2026-09-04,JAAA,0.0,0.0,0.0,50.58000183105469,,target,skipped,2026-09-08
2026-09-04,JNK,0.0,0.0,0.0,95.2699966430664,,target,skipped,2026-09-08
2026-09-04,LQD,-908.0,-908.0,0.0,105.4800033569336,,target,skipped,2026-09-08
2026-09-04,SHYG,-180.0,-180.0,0.0,41.9900016784668,,target,skipped,2026-09-08
2026-09-04,SJNK,-1661.0,-1662.0,-1.0,24.709999084472656,,target,filled,2026-09-08
2026-09-04,SPHY,1008.0,1008.0,0.0,23.15999984741211,,target,skipped,2026-09-08
2026-09-04,SRLN,1967.0,1965.0,-2.0,40.56999969482422,,target,filled,2026-09-08
2026-09-04,USHY,2105.0,2105.0,0.0,36.61000061035156,,target,skipped,2026-09-08
2026-09-04,VCIT,-1136.0,-1136.0,0.0,80.52999877929688,,target,skipped,2026-09-08
2026-09-04,VCSH,1013.0,1013.0,0.0,78.18000030517578,,target,skipped,2026-09-08
2026-09-08,BKLN,-4117.0,-4118.0,-1.0,20.604999542236328,,target,filled,2026-09-09
2026-09-08,EMB,525.0,525.0,0.0,94.4000015258789,,target,skipped,2026-09-09
2026-09-08,HYG,99.0,99.0,0.0,79.125,,target,skipped,2026-09-09
2026-09-08,IGSB,70.0,70.0,0.0,51.845001220703125,,target,skipped,2026-09-09
2026-09-08,JAAA,0.0,0.0,0.0,50.59000015258789,,target,skipped,2026-09-09
2026-09-08,JNK,0.0,0.0,0.0,95.25,,target,skipped,2026-09-09
2026-09-08,LQD,-908.0,-907.0,1.0,105.5199966430664,,target,filled,2026-09-09
2026-09-08,SHYG,-180.0,-180.0,0.0,41.98500061035156,,target,skipped,2026-09-09
2026-09-08,SJNK,-1662.0,-1662.0,0.0,24.704999923706055,,target,skipped,2026-09-09
2026-09-08,SPHY,1008.0,1008.0,0.0,23.155000686645508,,target,skipped,2026-09-09
2026-09-08,SRLN,1965.0,1966.0,1.0,40.541500091552734,,target,filled,2026-09-09
2026-09-08,USHY,2105.0,2104.0,-1.0,36.6171989440918,,target,filled,2026-09-09
2026-09-08,VCIT,-1136.0,-1136.0,0.0,80.52999877929688,,target,skipped,2026-09-09
2026-09-08,VCSH,1013.0,1013.0,0.0,78.18280029296875,,target,skipped,2026-09-09
2026-09-09,BKLN,-4118.0,-1213.0,2905.0,20.59000015258789,,target,filled,2026-09-10
2026-09-09,EMB,525.0,582.0,57.0,94.16999816894533,,target,skipped,
2026-09-09,HYG,99.0,704.0,605.0,78.9800033569336,,target,skipped,
2026-09-09,IGSB,70.0,1205.0,1135.0,51.790000915527344,,target,filled,2026-09-10
2026-09-09,JAAA,0.0,-1503.0,-1503.0,50.59000015258789,,target,skipped,
2026-09-09,JNK,0.0,420.0,420.0,95.04000091552734,,target,skipped,
2026-09-09,LQD,-907.0,-46.0,861.0,105.30999755859376,,target,skipped,
2026-09-09,SHYG,-180.0,946.0,1126.0,41.91999816894531,,target,filled,2026-09-10
2026-09-09,SJNK,-1662.0,-3531.0,-1869.0,24.670000076293945,,target,filled,2026-09-10
2026-09-09,SPHY,1008.0,198.0,-810.0,23.11000061035156,,target,filled,2026-09-10
2026-09-09,SRLN,1966.0,-1954.0,-3920.0,40.52000045776367,,target,filled,2026-09-10
2026-09-09,USHY,2104.0,-1330.0,-3434.0,36.529998779296875,,target,filled,2026-09-10
2026-09-09,VCIT,-1136.0,386.0,1522.0,80.30999755859375,,target,filled,2026-09-10
2026-09-09,VCSH,1013.0,414.0,-599.0,78.08000183105469,,target,filled,2026-09-10
2026-09-10,BKLN,-1213.0,-1214.0,-1.0,20.575000762939453,,target,open,
2026-09-10,EMB,582.0,586.0,4.0,93.5749969482422,,target,open,
2026-09-10,HYG,704.0,706.0,2.0,78.73999786376953,,target,open,
2026-09-10,IGSB,1205.0,1207.0,2.0,51.665000915527344,,target,open,
2026-09-10,JNK,420.0,421.0,1.0,94.72000122070312,,target,open,
2026-09-10,SHYG,946.0,948.0,2.0,41.834999084472656,,target,open,
2026-09-10,SJNK,-3531.0,-3537.0,-6.0,24.625,,target,open,
2026-09-10,SPHY,198.0,199.0,1.0,23.03019905090332,,target,open,
2026-09-10,USHY,-1330.0,-1335.0,-5.0,36.41120147705078,,target,open,
2026-09-10,VCIT,386.0,388.0,2.0,79.94000244140625,,target,open,
2026-09-10,VCSH,414.0,415.0,1.0,77.9198989868164,,target,open,
